kernel_name,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,embedding_100,embedding_101,embedding_102,embedding_103,embedding_104,embedding_105,embedding_106,embedding_107,embedding_108,embedding_109,embedding_110,embedding_111,embedding_112,embedding_113,embedding_114,embedding_115,embedding_116,embedding_117,embedding_118,embedding_119,embedding_120,embedding_121,embedding_122,embedding_123,embedding_124,embedding_125,embedding_126,embedding_127,embedding_128,perf,util-LUT,util-FF,util-DSP,util-BRAM
gemm-blocked,1.0,50.0,1.0,50.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6665637,-0.15974429,-0.7683404,-0.21637097,-0.46941602,0.292572,-0.79618484,-0.23552251,-0.56150395,-0.26261863,0.31662196,-0.39573708,-0.7652766,-0.5446922,-0.8544698,-0.67250955,0.28416392,-0.5863518,-0.5593861,1.5036778,-0.29768792,-0.772217,-0.70305,-0.6122571,-0.57945913,-0.27495873,0.094359264,-0.10331427,-0.3486541,0.23877206,-0.44676894,-0.8875019,-0.20370033,-0.25601792,-0.40321553,0.30386546,0.040067162,-0.6679872,-0.39756784,-0.60159516,-0.28042242,-0.8950811,-0.61209846,0.12536758,-0.8342502,-0.61243886,-0.07202857,-0.2708851,-0.02624836,-0.45420772,-0.291138,0.71668977,0.2751666,-0.6755628,-0.7026294,0.18547298,1.1387441,-0.78079677,-0.05024183,-0.8248827,-0.12815626,-0.08141628,-0.713678,-0.44075486,0.8565757,-0.07362626,-0.10283982,-0.081665434,0.73407805,-0.019901931,-0.1049451,-0.030283084,-0.058429174,-0.08633883,0.49630776,-0.09367346,-0.097033955,-0.07892332,-0.10282038,-0.09749702,-0.008668449,-0.081203245,-0.09415747,0.7573232,-0.059290677,1.5735706,0.914976,1.2296195,0.189691,-0.0876766,-0.040800154,-0.06528837,-0.07537348,-0.023005432,0.1579826,0.9266985,-0.047866203,0.10996116,-0.07058813,-0.04026742,0.7075209,0.95725715,-0.059392158,-0.09415199,0.91452944,-0.11135426,0.8125476,-0.07321123,2.3734357,-0.08867316,0.33879644,-0.07616228,1.3235521,0.8953438,-0.06348769,2.1418269,-0.026909484,0.56252563,1.375013,-0.055960316,0.60449004,-0.091405705,0.7768062,0.8948712,1.0511346,-0.060923092,-0.09770886,-0.09616762,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,50.0,1.0,100.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65142775,-0.08107451,-0.7675291,-0.17122993,-0.4728443,0.24694996,-0.77943856,-0.20631939,-0.5601914,-0.36460298,0.3170791,-0.3936172,-0.7644534,-0.5432589,-0.85377336,-0.6181685,0.28161356,-0.58490276,-0.55578196,1.5090789,-0.36661994,-0.78160524,-0.7575266,-0.61967164,-0.56788087,-0.26989338,0.09819874,-0.09742408,-0.29312748,0.030837327,-0.4460395,-0.78674626,-0.20090224,-0.25446606,-0.40111738,0.30843976,-0.10521058,-0.674086,-0.39545426,-0.5997875,-0.28472328,-0.89241123,-0.5790829,0.010848304,-0.85063136,-0.61103535,-0.0716158,-0.25088066,0.0052804765,-0.516706,-0.19374913,0.70781976,0.28042987,-0.74672526,-0.7101419,0.18968126,1.216488,-0.78002757,-0.052500222,-0.8269963,-0.03949087,-0.005869674,-0.75506425,-0.45397153,1.0465566,4.3189745,-0.19599819,2.3986537,-0.13971175,-0.12422203,0.77203083,4.07568,-0.18615662,-0.181953,-0.12137272,-0.18783465,-0.19082636,-0.17459849,-0.19593641,3.0508645,-0.11285331,-0.17697072,-0.18758522,-0.08075356,-0.15750411,-0.19183107,-0.19743647,-0.18424954,0.54581547,-0.1815682,-0.14043362,0.0041541653,3.059972,-0.1258687,-0.15235081,6.3572598,-0.14678468,-0.14410803,-0.16712557,-0.13995627,1.4493397,-0.18964909,-0.1570944,-0.18807329,-0.18093324,-0.20233244,2.0890698,-0.1688115,-0.20214155,-0.18331634,-0.17561758,0.88695043,2.1200128,-0.05028539,5.5675344,-0.116099186,-0.12537763,-0.1966223,-0.17857397,-0.15400721,4.1584797,-0.18578264,-0.14180215,0.05047232,5.4929852,4.2320166,-0.19170032,4.371101,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,64.0,50.0,50.0,1.0,50.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02754183,0.24525185,-0.7987598,-0.32879356,-0.38456514,0.8359594,-0.12766807,-0.03688627,-0.6114815,0.3946919,0.73849475,0.8770018,-0.76845425,-0.102409266,-0.8769879,-0.7127867,0.96777856,-0.55829597,-0.17958674,1.956189,0.93901825,-0.6848862,-0.24994256,-0.13316548,-0.6051956,-0.22520417,0.99529684,-0.16526194,-0.44139338,2.0043988,-0.49571344,-0.51835865,-0.2828269,0.3155422,0.33086255,1.0094556,1.6162603,-0.6610387,-0.23261695,-0.6541528,-0.35211435,-0.46091944,-0.10490449,0.4704776,-0.7786904,-0.32788765,-0.18930961,-0.2592612,0.48136714,0.25236535,1.3524668,1.155915,1.2381246,-0.0774647,0.37365198,0.0040494376,1.5406603,1.0706426,-0.08962292,-0.633718,-0.22357075,-0.16384266,0.5453382,-0.3612175,-0.16491309,-0.05136146,-0.18185072,-0.17131041,1.1935053,2.7932937,1.212787,0.6101674,0.5215616,0.44213217,0.47358075,-0.14999613,0.7872384,-0.1611956,-0.1834112,-0.057278913,1.4253136,1.4720542,-0.11117977,0.6892751,-0.13287495,4.1306753,0.4120701,1.8429123,-0.0484907,-0.15574592,1.7810582,-0.14644063,-0.1532327,1.0533185,-0.1660513,1.5014989,-0.13942805,0.76919717,1.9026347,-0.11308858,0.80310047,1.3590698,0.09403128,-0.1656914,0.5061066,-0.14618436,2.4763296,-0.09135427,2.81379,-0.12081801,1.2756172,-0.15484089,0.46103984,1.4378031,-0.03492489,4.7404733,0.54355156,-0.15430301,0.66485995,-0.1584116,0.21230613,0.11822921,0.96713954,-0.18430895,0.5367598,0.97224253,-0.15375955,-0.0615307,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,50.0,1.0,1.0,100.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45151126,0.66321486,-0.80098516,0.12414894,-0.56811553,4.000065,3.708947,-0.30747116,-0.5253417,-0.042181164,0.9710967,-0.49119362,-0.7827474,-0.09599725,-0.8741311,-0.6629293,0.11748073,2.3955455,-0.4579224,1.3958126,0.35898134,1.7062968,0.22968662,2.284199,-0.5288408,-0.31327933,-0.011715761,-0.23243818,0.2921796,0.6896512,0.64128435,2.3745239,-0.32384533,2.0731645,0.2567657,0.10737405,0.95094913,0.32844096,-0.48898923,-0.66349137,-0.39318946,-0.67221093,0.89833736,-0.1003151,-0.5449305,-0.6632883,-0.13925654,-0.38000882,0.0038088218,-0.35893536,0.8535077,3.788088,0.7472549,0.7787473,0.36528358,0.008897319,1.4182376,-0.6854863,-0.20506053,-0.75772697,0.52795446,0.49473724,-0.6724421,-0.48137173,0.90340066,0.5441258,-0.1838192,-0.16309667,-0.12979595,3.4096515,3.3061612,0.47909373,0.6545331,0.2530171,0.97386783,-0.17684153,-0.010663403,-0.1620636,-0.18452632,0.3055099,-0.09754964,3.024721,-0.15288462,-0.069616914,-0.14209354,3.1839323,0.6159783,2.3064044,0.8138591,-0.17062394,0.38321862,-0.14490893,0.61440843,-0.06964589,0.8845141,3.848685,-0.13609661,2.3853562,1.4865093,-0.1282629,-0.0752309,0.92385465,-0.14564767,-0.17758487,-0.1688594,-0.15762407,2.443071,0.16065511,0.2396465,-0.075954415,0.47809198,-0.16007134,0.39561746,0.6701147,2.1062796,3.8984182,0.05970836,0.3938269,1.3611838,-0.14219892,0.9256634,-0.15532565,-0.1312717,0.62899935,1.5606769,1.0561489,-0.16412231,0.07477449,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,16.0,50.0,1.0,1.0,100.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25207475,0.043744396,-0.7957135,-0.3077826,-0.50315636,3.7825487,2.594321,-0.3576855,-0.61093676,-0.20854945,2.4053712,-0.4707577,-0.7946222,-0.50410295,-0.8159259,-0.6551278,0.18513662,3.3894732,-0.55319864,1.4520315,-0.05182065,3.492752,-0.5386802,1.8645937,-0.58724064,-0.3596235,-0.03506233,-0.19668615,1.2362764,0.19598666,-0.3860591,2.5725787,-0.28056112,2.4860392,-0.25237587,0.15854378,0.19816895,2.5149875,-0.47922406,-0.4420548,-0.24876226,-0.7030607,0.13710317,-0.011678083,-0.6261676,-0.6636171,-0.19174327,-0.26361325,0.2507443,-0.41423163,-0.061215878,5.084097,0.28048643,-0.5036511,1.3873823,0.07460335,1.0854812,-0.7191694,0.017628884,-0.7829891,-0.16065323,0.28241774,-0.69869536,-0.5707773,0.37570745,0.41148332,-0.21779956,-0.20260523,2.3524399,2.7922235,2.3185306,0.114383854,-0.20670588,0.3428117,2.5331764,-0.21276788,-0.2137975,-0.156086,-0.2184933,1.6386501,2.078536,2.3100424,-0.21040419,0.46464527,-0.07078875,4.917836,1.2292958,2.5102406,1.5235926,-0.20645702,0.81611514,-0.17601621,0.84172523,-0.14374061,0.400487,4.6619606,1.0972761,1.5709381,0.98430103,-0.16590162,1.3615112,2.3054323,-0.052764993,-0.20980495,-0.20714028,-0.21674079,3.2088046,-0.18304259,3.0258234,-0.13527593,0.48141196,0.27770782,0.1080719,0.45424798,2.3472843,7.300015,-0.16200186,-0.12005553,4.0602846,-0.19354282,2.4042022,0.73077404,1.7976366,1.5996102,2.5182047,2.117992,-0.21371543,0.49200302,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,50.0,50.0,50.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049546584,-0.22251645,-0.78446144,-0.28112578,0.12387287,0.6382144,-0.8095736,0.31573096,-0.58853626,-0.39874387,1.3245943,-0.44271448,-0.7826243,-0.57881135,-0.86825967,-0.6899736,0.69283324,-0.42592552,-0.5907406,2.3973927,-0.40716943,-0.81569785,-0.01242541,0.005840658,-0.19111069,-0.17023186,0.037751567,-0.10481156,-0.3123917,0.583393,-0.38363025,-0.1253139,0.056703363,-0.21166185,-0.45342186,0.22393802,0.92923266,-0.55401444,-0.25638694,-0.62986183,-0.11630502,-0.42045557,-0.554738,0.52179235,-0.86173755,-0.277912,-0.14966771,-0.22992793,0.6896886,0.0011603527,-0.34983736,0.54360765,0.17144671,-0.33186516,0.61188036,0.15951702,1.0247746,-0.7773146,0.35620052,-0.27710906,-0.18105738,-0.13971862,-0.77542615,-0.3057579,0.8346278,-0.114422284,-0.13898802,-0.12788144,1.0787404,0.31995538,-0.13699193,1.1179554,0.05661369,-0.10584464,0.9944405,-0.13199577,-0.12553942,-0.11917986,-0.1406384,-0.0074001173,1.1510383,0.90215594,-0.13201392,1.6163111,-0.092691116,-0.12279632,0.9964835,0.6545296,0.5044632,-0.112085894,0.12127278,-0.09979051,0.024131944,0.7276327,0.038907997,1.3653512,0.36052573,0.094461605,-0.112450115,-0.08346321,-0.016232569,0.08833656,0.15295452,-0.13379642,0.8232179,-0.10030517,0.57472324,-0.05559528,-0.13721439,-0.08769727,-0.12416736,-0.1106065,1.3552208,1.4880817,-0.11770867,-0.04494059,-0.082751445,0.06760396,1.876946,0.011362881,0.07034919,0.13964936,1.1983386,0.70277166,0.012600643,-0.108352095,-0.13595942,-0.0105091175,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,1.0,50.0,50.0,50.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6640111,-0.1501435,-0.7930287,-0.30825734,-0.40619156,2.4807353,0.14325206,0.06946967,-0.5303368,-0.38680518,1.7326715,-0.46562168,-0.7903244,-0.5764951,-0.8689755,-0.6498034,0.93762183,0.6451066,-0.5615756,1.753823,-0.39857933,1.8143388,-0.74012136,0.4221416,-0.55018085,-0.20214365,-0.009272701,-0.1402355,-0.4265179,1.5151368,-0.4981895,0.42255726,-0.2779065,0.806614,-0.3685311,0.17758594,0.86290056,0.6650396,-0.28399035,-0.6447175,0.41134027,-0.3833024,-0.16321537,0.4859591,-0.39018854,-0.013113128,0.5753506,-0.23544723,0.54619884,-0.46382174,-0.14473636,2.7891886,0.16776672,-0.4714401,0.7213985,0.032536034,1.109902,-0.7879721,-0.061529193,-0.7341776,-0.10586364,-0.11240607,-0.7795447,-0.26271653,-0.13430788,0.70258445,-0.18488912,-0.16988815,0.25928205,1.5012815,0.4744889,1.4955169,0.8649989,0.09727116,0.7018427,-0.1806183,-0.11437016,-0.15080571,-0.18036725,0.5622866,1.3167171,1.4084169,-0.063056536,0.69854385,-0.11600111,2.4984846,0.23759635,0.6765238,0.7232076,-0.15984778,0.12820858,-0.15009053,-0.15788798,1.2430584,-0.15912618,2.5154362,-0.12516783,0.6241203,0.6522635,-0.13141735,0.008925214,0.7318915,0.13677673,-0.18033184,0.95665675,-0.07889796,1.651083,0.120455,0.12853411,0.1270566,0.638492,-0.14007102,1.1173962,1.1611091,1.9290673,1.3953984,-0.08733474,-0.1488098,1.2542305,-0.1633213,1.296964,0.07854725,0.5627742,1.0501726,1.2852608,0.5440426,-0.17896913,0.85165644,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,1.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6410834,-0.09678075,-0.7785502,-0.26375932,-0.35114846,0.67909193,-0.80288297,0.13562521,-0.4982364,-0.36321566,0.71876585,-0.42301986,-0.775372,-0.5661971,-0.85918385,-0.627704,0.734638,-0.5524214,-0.53459686,1.8956001,-0.39879495,-0.608294,-0.73339945,-0.20864816,-0.5176319,-0.15093447,0.057812374,-0.08482473,-0.38622174,0.57117814,-0.47664762,-0.5476478,-0.22886473,-0.28722042,-0.32476333,0.24937464,0.93941754,-0.69205,-0.23890486,-0.6187443,-0.2930697,-0.34543747,-0.48569852,0.57851374,-0.8605271,-0.25231278,-0.095502704,-0.21247056,-0.022921639,-0.44982418,-0.08803129,0.6268625,0.24558392,-0.4512525,-0.6526492,0.099763684,1.2436141,-0.7737887,-0.011282496,-0.72612435,-0.04753497,-0.056234136,-0.76500845,-0.21705218,-0.09671921,0.77223855,-0.1501578,-0.13380353,0.28786603,0.28850493,-0.12550798,1.5967579,0.9311417,0.13237469,0.0017961124,-0.14238054,-0.14378016,-0.12856343,-0.14526416,0.6258967,1.1833272,0.66444224,-0.023910232,0.7505407,-0.110974535,0.9500002,0.28025442,0.27872837,0.79403067,-0.12315139,0.11889504,-0.11262593,-0.120032914,0.61456937,-0.13307673,1.9698447,-0.10392818,-0.09858606,0.7099101,-0.09559099,0.022720287,-0.14586392,0.13422477,-0.14361778,0.511366,-0.040428158,1.437035,0.16866724,-0.15394098,-0.02332306,0.2073374,-0.12211528,0.7701853,1.210003,2.0482926,-0.07650081,-0.045631707,-0.12326497,0.38761365,-0.12456526,1.3944687,0.12344767,0.5782535,1.1257187,1.3353688,0.5870141,-0.14425087,0.9272807,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,50.0,1.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71360606,-0.04759257,-0.6078497,-0.3134802,-0.4085201,2.457335,0.13216247,0.2646826,-0.6070316,0.15063173,1.7141418,-0.4675256,-0.79338217,-0.365814,-0.8741818,-0.7061625,0.9766099,0.6331286,-0.60915095,1.8091741,0.029379757,2.0669708,-0.44955835,0.41148695,-0.63079727,-0.20753212,-0.019227145,-0.14627515,-0.42888516,2.15983,-0.50007856,0.39084253,-0.28265983,1.186927,-0.4777752,0.17065471,1.4599632,0.8876482,-0.28986356,-0.57089686,0.40270692,-0.16387738,-0.27929983,0.44847023,-0.3943534,-0.026861848,0.5381143,-0.23978953,0.71916187,-0.25369254,0.013414077,2.766907,0.5255316,-0.45841756,0.6389706,0.1697208,0.9298328,-0.6772836,-0.06792682,-0.84242785,-0.22470814,-0.17787814,-0.47398844,-0.34669277,-0.15293388,-0.13011767,-0.15348615,-0.14494054,1.0076928,1.6005261,0.50285816,1.1649077,0.03567839,-0.063086815,1.8455098,-0.14980654,0.18785708,-0.11752312,-0.15742436,0.5480892,1.4497411,1.5008906,-0.14898397,1.1830776,-0.08125986,2.8190486,0.3126494,1.1063063,0.99227655,-0.12947401,0.08224862,-0.11928652,-0.12627217,1.6808276,1.234271,2.5716546,1.1530505,0.7856474,0.77983207,-0.098078065,-0.0073957695,0.7992049,0.12730825,-0.1498281,1.0884963,0.4981607,1.139998,-0.07482731,1.2835989,0.41409796,1.4117755,-0.10815319,1.5007234,0.7239493,0.024871022,2.8772085,-0.09646655,0.062947765,2.8849576,-0.12971377,0.25266045,0.117610395,0.91460747,0.96187353,-0.01692569,-0.12675257,-0.14959173,-0.03169141,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,1.0,1.0,50.0,100.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23521186,-0.146676,-0.7567819,-0.2982898,-0.5189262,3.7230592,2.5162802,-0.27435693,-0.57081634,-0.3147924,2.3504992,-0.47159603,-0.7952696,-0.52447695,-0.87243307,-0.6887167,0.3210898,3.3181908,-0.611318,1.4491979,-0.034920927,3.0583975,-0.59617126,1.8415726,-0.6098106,-0.35314822,0.015113897,-0.18777817,1.2119769,0.3973518,-0.38170865,2.5618737,-0.28386757,2.4724388,-0.41718325,0.15136188,0.1510566,2.5499399,-0.4688109,-0.65012485,-0.33358973,-0.7571966,0.13437231,0.010980468,-0.5644347,-0.6622293,-0.14877546,-0.26552704,0.22214815,-0.38466585,-0.23232731,5.0047507,0.2897226,-0.6009416,1.3438517,0.049593814,0.9500187,-0.60154676,-0.10954344,-0.81802374,-0.19923583,0.23755914,-0.63455653,-0.58314633,0.85011727,-0.10164916,-0.15103845,-0.12693027,0.55880857,2.3212862,2.0512915,0.51027757,0.57399035,-0.10946669,1.866021,-0.14282341,-0.1463147,-0.08792956,-0.15154716,0.09033221,-0.059482057,2.6355822,-0.14338474,0.6413386,-0.017323092,3.1733277,0.9613024,2.0418086,0.3530558,-0.13455383,0.9700838,-0.10517489,0.998874,-0.058720388,0.31968918,3.3418596,0.19310752,2.0322497,0.22913618,-0.09310447,-0.049835034,1.9563483,-0.110699736,-0.14431684,0.5912806,-0.15899716,1.6571399,0.18292773,1.313787,-0.13855329,0.61566335,-0.077886365,1.0594316,0.5106357,0.15084757,3.4315379,-0.08261259,0.3769513,2.7332528,-0.10756145,0.67074,-0.1402583,0.2199637,0.52866876,0.13840587,0.1708835,-0.14655581,-0.14484301,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,50.0,1.0,50.0,100.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.60128045,0.52645373,-0.78686446,0.19540456,-0.53094506,1.178197,1.1992706,-0.25373238,-0.52067167,0.44526646,0.2903812,-0.44735736,-0.7862323,0.24141043,-0.862089,-0.6419526,0.18466964,-0.49130288,-0.55019903,1.7877294,1.3079383,-0.445679,1.1426572,0.22087875,-0.538331,-0.32847676,0.008873528,-0.16480687,-0.3953662,0.72104514,0.113787055,-0.23189893,-0.2659969,-0.23108424,-0.152813,0.20312032,1.3854834,-0.5892496,-0.4448044,-0.63436687,-0.34075364,-0.8388312,-0.48106757,-0.044147767,-0.7389225,-0.64072716,-0.12023421,-0.32636407,-0.055824153,0.12370546,-0.08405457,0.8416773,0.21405356,1.1840638,-0.61111104,0.096625715,1.3338965,-0.7970923,-0.1346632,-0.73431677,-0.053324513,0.0028195572,-0.77047837,-0.30402467,0.8953676,0.6842223,-0.20057563,-0.17730646,-0.1487179,4.105437,3.5884519,0.7018583,0.6584443,0.054212883,0.6100022,-0.19346775,-0.19696058,-0.18090175,-0.19523051,0.42277223,-0.055144705,2.5728383,-0.079702646,-0.08933722,-0.16372022,5.012947,0.21203884,3.474549,0.70066607,-0.18769665,-0.120011955,-0.0055293157,-0.07521837,-0.07615418,1.1469474,4.479676,-0.15355645,2.0785944,0.62107056,-0.14595817,0.1749805,2.3255153,-0.16295949,-0.19414605,-0.18565707,-0.13832492,1.9956797,0.04983211,2.457224,-0.10808141,0.14470057,-0.17706029,0.48458254,0.29625311,2.553169,6.689824,-0.09218914,0.46091703,1.4481292,-0.15899006,1.2205117,-0.18922575,-0.14732023,1.0188886,1.8754767,2.5460787,-0.19379042,0.71624243,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,1.0,1.0,100.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4053601,-0.14534113,-0.7666995,-0.21203567,-0.41888258,0.30256203,-0.79233056,-0.20268165,-0.56191945,-0.36900318,0.31645122,-0.39073628,-0.7653085,-0.5437871,-0.854553,-0.6331858,0.29641664,-0.44776368,-0.56016123,1.5768272,-0.33820018,-0.7833162,-0.60689825,-0.43117046,-0.58225703,-0.27546662,0.13936366,-0.09490363,-0.22057386,0.114654094,-0.36269954,-0.61969227,-0.19539146,-0.17534934,-0.39477414,0.3028789,-0.09059019,-0.6495063,-0.39835334,-0.60028666,-0.2888227,-0.8676943,-0.47055516,0.0076654106,-0.6251695,-0.6129377,-0.07703868,-0.2738343,0.17415206,-0.44058815,-0.2486698,0.8002254,0.28736675,-0.5565048,-0.47425368,0.19881034,1.2818512,-0.743914,-0.041587368,-0.81078726,-0.13360035,-0.08534388,-0.74701804,-0.4890202,2.6086423,-0.08203095,-0.11044899,-0.089719184,0.5088632,0.55970234,-0.07350589,0.39423233,-0.09989346,-0.095640786,-0.027011136,-0.10141839,-0.10447506,-0.086031236,-0.11141967,0.3024026,-0.01723212,1.3154575,-0.10229612,0.8731493,-0.06571304,-0.10680104,1.0310525,1.7388096,-0.09619145,-0.095880456,0.43286705,0.04457918,1.2202914,-0.02959986,0.7733354,2.495336,0.033767413,0.7630836,-0.078849755,-0.046226587,-0.098002,-0.111801125,-0.06679175,-0.1011437,-0.0938196,-0.12004143,1.4054261,-0.08259635,2.0969102,-0.096793376,-0.08760262,-0.084871106,2.0749435,0.60411716,0.22436137,1.0056802,-0.033039354,1.3234295,2.3121176,-0.05439682,1.3032901,-0.09910665,0.080201484,0.09283426,-0.07615513,-0.06976213,-0.10678675,-0.105142966,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,8.0,1.0,50.0,50.0,100.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6671478,0.46736822,-0.79428494,0.1445685,-0.34142953,1.5697689,1.1908126,0.061979365,-0.6081448,0.4622754,0.78088576,-0.4689925,-0.7941086,0.20573804,-0.87351036,-0.5694149,0.65331566,-0.44639182,-0.5908534,2.2690806,1.275099,-0.539462,1.1266613,0.588411,-0.48457894,-0.2084126,-0.023272304,-0.14223936,-0.42648143,1.2985166,0.19144112,-0.022953931,-0.16640426,-0.21283054,-0.23742789,0.16028109,2.4522004,-0.60536695,-0.2930848,-0.52165383,-0.30939174,-0.37328583,-0.48399785,0.44272655,-0.7495483,-0.2879459,-0.19110897,-0.17228785,-0.10275326,0.09368807,-0.14599882,0.77575874,0.17775398,1.4616023,-0.42720452,0.073238775,1.2134035,-0.6261401,0.047177866,-0.7140868,-0.19102588,-0.089069426,-0.7572918,-0.17276812,0.7950865,-0.017603863,-0.21922505,-0.20888294,0.9476839,4.295199,3.931079,0.8420495,-0.04217153,0.13030094,1.7758645,-0.21318989,-0.21457121,-0.20097545,-0.22065,1.3864522,1.1183023,3.3518457,-0.21003005,1.7670954,-0.17973243,3.8347414,0.58510506,3.728598,1.3942442,-0.19500956,0.0009187646,-0.027922347,-0.09265649,1.0164437,2.3236308,5.571656,1.0935497,1.9917934,0.03656658,-0.16994815,0.2019745,2.2331555,0.04287634,-0.19469665,0.3979553,-0.17246178,2.5352468,-0.14443856,2.359039,0.12819053,-0.20595965,0.83642334,0.28608736,0.578442,1.7676765,6.4475174,-0.15882048,0.45403332,3.7833705,-0.1890901,1.1653746,1.113652,0.6617344,1.2464439,0.66733956,1.7786267,-0.21240926,-0.10416627,,11.63,0.00,0.00,0.00,0.00
